Country Name,Country Code,Access to clean fuels and technologies for cooking (% of population),"Access to clean fuels and technologies for cooking, rural (% of rural population)","Access to clean fuels and technologies for cooking, urban (% of urban population)",Access to electricity (% of population),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)",Adequacy of social insurance programs (% of total welfare of beneficiary households),Adequacy of social protection and labor programs (% of total welfare of beneficiary households),Adequacy of social safety net programs (% of total welfare of beneficiary households),Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),Adjusted net national income per capita (current US$),Adjusted savings: education expenditure (current US$),"Adolescent fertility rate (births per 1,000 women ages 15-19)",Adolescents out of school (% of lower secondary school age),"Adolescents out of school, female (% of female lower secondary school age)","Adolescents out of school, male (% of male lower secondary school age)",Age dependency ratio (% of working-age population),"Age dependency ratio, old (% of working-age population)","Age dependency ratio, young (% of working-age population)","Birth rate, crude (per 1,000 people)",Births attended by skilled health staff (% of total),"Children in employment, study and work (% of children in employment, ages 7-14)","Children in employment, total (% of children ages 7-14)","Children in employment, work only (% of children in employment, ages 7-14)",Children out of school (% of primary school age),"Children out of school, female (% of female primary school age)","Children out of school, male (% of male primary school age)","Children out of school, primary","Children out of school, primary, female","Children out of school, primary, male","Community health workers (per 1,000 people)",Compensation of employees (% of expense),Compensation of employees (current LCU),"Compulsory education, duration (years)",Control of Corruption: Estimate,Current health expenditure (% of GDP),Current health expenditure per capita (current US$),"Employers, female (% of female employment) (modeled ILO estimate)","Employers, male (% of male employment) (modeled ILO estimate)","Employers, total (% of total employment) (modeled ILO estimate)",Expenditure on primary education (% of government expenditure on education),Expenditure on secondary education (% of government expenditure on education),Expenditure on tertiary education (% of government expenditure on education),"Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)","Literacy rate, youth (ages 15-24), gender parity index (GPI)","Literacy rate, youth female (% of females ages 15-24)","Literacy rate, youth male (% of males ages 15-24)","Literacy rate, youth total (% of people ages 15-24)",Multidimensional poverty headcount ratio (World Bank) (% of population),Multilateral debt service (% of public and publicly guaranteed debt service),People using at least basic drinking water services (% of population),People using at least basic sanitation services (% of population),People using safely managed drinking water services (% of population),Political Stability and Absence of Violence/Terrorism: Estimate,Pregnant women receiving prenatal care (%),Proportion of people living below 50 percent of median income (%),"School enrollment, primary (gross), gender parity index (GPI)","School enrollment, secondary (gross), gender parity index (GPI)","School enrollment, tertiary (gross), gender parity index (GPI)",Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),Terms of trade adjustment (constant LCU),"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Unemployment with advanced education (% of total labor force with advanced education),Unemployment with basic education (% of total labor force with basic education),Unemployment with intermediate education (% of total labor force with intermediate education),"Unemployment, total (% of total labor force) (national estimate)",Urban population (% of total population),"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",Wanted fertility rate (births per woman),Women who were first married by age 15 (% of women ages 20-24),Women who were first married by age 18 (% of women ages 20-24),Composite Index,Rank
Saudi Arabia,SAU,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.711432,-3563424849.703099,-3563424849.703099,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,7508037418.65271,40522340737.30668,-3563424930.3715158,9504143747.724672,11780614209.932703,11780614209.394688,48.12080467749999,3.5898851363333333,44.530919542499994,-3563424924.8556404,18935209174.14448,32255922497.50681,32255922467.409855,32255922467.58057,16922037973.411856,12928341250.26005,12928341249.689735,16922091468.740881,12805986176.538532,12805972596.89003,33968147167.149223,1377872989.6576436,233374497959.83725,1878893412.844328,-2879550210.645388,2839415539.12068,2839416302.8899655,-3563424944.07773,-3563424943.982104,-3563424943.9426026,25352810712.96977,25485332453.60962,25410192641.42048,17302160156.294125,17302160158.26914,17302160157.280727,12513580186.761185,13780238493.302658,12513580241.240398,12513580240.959106,8120556991.115447,-2877346213.7682605,11120991434.776117,-3563424854.2470994,-2750398410.421551,-2879550211.0469933,24130415469.000496,7154729322.57531,5601624080.279038,16434931504.683943,-2379384931.5102506,22143202162.532925,5727153802.108333,7508025419.97334,5150089740.478618,4903608270.691173,5135914276.179225,1761112531.7092736,82.40962500000002,-3563424852.8671,-3563424853.90741,-3563424853.8505616,22863314617.534653,24892153482.812508,24892153489.537506,-0.5197039768908231,112.0
Sint Maarten (Dutch part),SXM,-3563424884.36142,-3563424892.310584,-3563424875.511669,-3563424849.7905993,1377873014.003886,-3563424849.890599,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,3896175210.5365634,17304734644.82691,-3563424916.460474,9433856870.314997,11780614209.932703,11780614209.394688,35.025193641250006,7.670038533416666,27.3551551075,-3563424933.7143493,14804414233.408808,32255922497.50681,32255922467.409855,32255922467.58057,8862058014.252947,12928341250.26005,12928341249.689735,8648450301.955097,12805986176.538532,12805972596.89003,33968147167.149223,2942913802.3481135,1780966706932.684,13.416666666666666,-2596783879.354062,2580611835.775346,2608402107.9847126,-3523901237.0164833,-3523901234.8152995,-3523901235.701012,25352810712.96977,25485332453.60962,25410192641.42048,17302160156.294125,17302160158.26914,17302160157.280727,12513580186.761185,13780238493.302658,12513580241.240398,12513580240.959106,8120556991.115447,-2877346213.7682605,18800532751.486927,18800532753.615665,-2750398410.421551,-2755674909.0173078,24130415469.000496,7154729322.57531,10539279015.629528,14487319854.167421,7317391794.169072,22143202162.532925,624846228706.2396,7508025424.742319,5150089740.478618,4903608270.691173,5135914276.179225,7489755060.39678,100.0,-3523901184.063026,-3523901182.1994905,-3523901183.0114126,22863314617.534653,24892153482.812508,24892153489.537506,-0.5747804052474743,113.0
Gibraltar,GIB,-3563424884.36142,-3563424892.310584,-3563424875.511669,-3563424849.8114324,9200383214.082819,-3563424849.8489323,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,3896175210.5365634,17304734644.82691,-3563424931.5380573,9433856870.314997,11780614209.932703,11780614209.394688,54.35933312375001,26.707025130833333,27.652307992500003,-3563424934.369015,14804414233.408808,32255922497.50681,32255922467.409855,32255922467.58057,8862058014.252947,12928341250.26005,12928341249.689735,8648450301.955097,12805986176.538532,12805972596.89003,33968147167.149223,2942913802.3481135,1780966706932.684,10.166666666666666,-2596783879.354062,2580611835.775346,2608402107.9847126,-3523901237.0164833,-3523901234.8152995,-3523901235.701012,25352810712.96977,25485332453.60962,25410192641.42048,17302160156.294125,17302160158.26914,17302160157.280727,12513580186.761185,13780238493.302658,12513580241.240398,12513580240.959106,8120556991.115447,-2877346213.7682605,-3563424849.703099,-3563424849.703099,-3563424849.703099,-2755674909.0173078,24130415469.000496,7154729322.57531,20666375313.556732,20666375313.537426,7317391794.169072,22143202162.532925,624846228706.2396,7508025424.742319,5150089740.478618,4903608270.691173,5135914276.179225,7489755060.39678,100.0,-3523901184.063026,-3523901182.1994905,-3523901183.0114126,22863314617.534653,24892153482.812508,24892153489.537506,-0.7014873842790792,114.0
Suriname,SUR,-3563424861.867682,-3563424872.394766,-3563424855.6322656,-3563424854.1030993,-3563424859.269766,-3563424851.4780993,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,2839419270.7103863,2935760685.6871943,-3563424882.1726823,9433856870.314997,11780614209.932703,11780614209.394688,54.74097147916666,9.545373385791665,45.195598094166655,-3563424925.8693905,31725620140.156338,32255922497.50681,32255922467.409855,32255922467.58057,4593975241.427621,4593975241.639533,4593975241.217591,4593982757.059548,4593979012.809548,4593978974.101214,33968147167.149223,2942913802.3481135,1780966706932.684,6.0,-2879550210.816543,2839415539.8730435,2839415846.166221,-3563424944.920696,-3563424942.20824,-3563424943.2309933,25352810712.96977,25485332453.60962,25410192641.42048,17302160156.294125,17302160158.26914,17302160157.280727,12513580186.761185,13780238493.302658,12513580241.240398,12513580240.959106,8120556991.115447,11120991418.15415,-3563424855.520491,-3563424865.078184,-3563424893.915894,-2879550210.4922924,24130415469.000496,7154729322.57531,3728336549.2088056,21909073706.582172,7317391794.169072,22143202162.532925,624846228706.2396,7508025424.830424,5150089740.478618,4903608270.691173,5135914276.179225,26903037086.467983,66.33845833333335,-3563424865.2887444,-3563424872.4144306,-3563424869.8271317,22863314617.534653,24892153482.812508,24892153489.537506,-0.7016529466691216,115.0
Albania,ALB,-3563424883.046849,-3563424902.051016,-3563424864.9780993,-3563424849.965599,-3563424849.7447658,-3563424850.894766,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,2839418464.6979275,3150565926.478861,-3563424929.056099,4955233618.054632,11780614209.932703,11780614209.394688,50.46641425333332,18.389817478333335,32.07659677458333,-3563424933.6783905,34893614084.32749,32255922497.50681,32255922467.409855,32255922467.58057,3312619947.0222607,12928341250.26005,12928341249.689735,3312622411.930441,12805986176.538532,12805972596.89003,33968147167.149223,8722231117.918945,54057223599.51157,8.5,-2879550211.270928,2839415540.6432667,2839415753.664105,-3563424944.6025777,-3563424941.6962047,-3563424942.9395013,25352810712.96977,25485332453.60962,25410192641.42048,17302160156.294125,17302160158.26914,17302160157.280727,12513580186.761185,26166393445.94978,12513580241.240398,12513580240.959106,8120556991.115447,-3563424904.1515427,-3563424857.8711643,-3563424854.2115226,-3563424886.1123047,-2879550210.717806,24130415469.000496,16450183435.451914,2839415535.852181,3206271599.791857,-3563424944.2918944,22143202162.532925,7937608072.708333,7508025424.496674,9294473176.302988,9294473174.957281,9294473177.544657,2839415547.3499446,53.50979166666667,-3563424906.6788983,-3563424905.58293,-3563424906.0344944,22863314617.534653,24892153482.812508,24892153489.537506,-0.7179007825319006,116.0
Thailand,THA,-3563424874.6426826,-3563424883.9322658,-3563424860.8801823,-3563424852.907265,-3563424854.4905987,-3563424850.019766,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,2839418922.744375,14269459151.920527,-3563424904.147349,17547298045.890087,11780614209.932703,11780614209.394688,40.987777021250004,14.2091581385,26.778618883750003,-3563424934.625307,14804414233.408808,32255922497.50681,32255922467.409855,32255922467.58057,17816431370.741894,12928341250.26005,12928341249.689735,17816463619.804726,12805986176.538532,12805972596.89003,33968147167.149223,-2051387576.817381,568602029062.4253,9.0,-2879550211.033924,2839415538.2045016,2839415696.9652667,-3563424944.120767,-3563424941.7061286,-3563424942.8138843,32749899601.14011,32749899594.548893,31389918583.60944,17302160156.294125,17302160158.26914,17302160157.280727,12513580186.761185,13780238493.302658,12513580241.240398,12513580240.959106,14643018206.700167,-3563424935.4980197,-3563424852.0059705,-3563424853.741348,-2750398410.421551,-2879550211.3972397,29049549731.677944,4060714558.062218,-3378332827.16011,-2550170220.713946,2115063963.2773302,22143202162.532925,146476412311.0276,7508025427.269176,3490381207.985764,3490381207.1847234,3490381207.6287637,181763947.6046156,43.82520833333333,-3563424903.5149026,-3563424902.104004,-3563424902.751744,22863314617.534653,24892153482.812508,24892153489.537506,-0.7495458170389656,117.0
China,CHN,-3563424886.121849,-3563424905.815599,-3563424866.9155993,-3563424850.6197658,-3563424851.190599,-3563424849.773932,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,2839419263.032883,124109740527.00385,-3563424932.1268487,9433856870.314997,11780614209.932703,11780614209.394688,40.85294652708334,13.607111080416667,27.24583544625,-3563424934.0976825,22573973754.172062,32255922497.50681,32255922467.409855,32255922467.58057,8862058014.252947,12928341250.26005,12928341249.689735,8648450301.955097,12805986176.538532,12805972596.89003,34783556389.26531,2942913802.3481135,1780966706932.684,9.0,-2879550211.019027,2839415539.129475,2839415774.5973926,-3563424943.214277,-3563424940.2422004,-3563424941.583502,25352810712.96977,25485332453.60962,25410192641.42048,17302160156.294125,17302160158.26914,17302160157.280727,12513580186.761185,13780238493.302658,12513580241.240398,12513580240.959106,8120556991.115447,-3563424924.573187,-3563424860.3502154,-3563424871.773531,-2750398410.421551,-2879550211.098805,18830453836.90923,6779182451.7680025,4262432657.0888042,14487319854.167421,-1869623656.7625675,22143202162.532925,624846228706.2396,7508025424.535423,5150089740.478618,4903608270.691173,5135914276.179225,8069268393.574341,50.78429166666666,-3563424899.0148273,-3563424900.6283364,-3563424899.8986487,22863314617.534653,24892153482.812508,24892153489.537506,-0.8386577914925842,118.0
Uzbekistan,UZB,-3563424865.5051823,-3563424875.7905993,-3563424851.4155993,-3563424849.969765,-3563424850.144766,-3563424849.778099,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,2839416620.8948474,5515540387.133028,-3563424928.5785575,3114540708.7484927,9517381189.428741,9517381189.099928,55.26681073458334,7.309218216250002,47.957592519166674,-3563424923.965599,1105185030.9122143,32255922497.50681,32255922467.409855,32255922467.58057,3114540708.164019,17420664831.481495,17420664830.998337,3114587067.8729644,17420689297.38155,17420685279.548218,33968147167.149223,2942913802.3481135,1780966706932.684,11.541666666666666,-2879550211.7013516,2839415539.698028,2839415609.4621944,-3563424937.7655697,-3563424931.4675426,-3563424933.7945247,25352810712.96977,25485332453.60962,25410192641.42048,13287162428.155159,13287162428.200325,13287162428.177362,13287162391.111586,12279513582.635483,13287162428.230436,13287162428.23131,8120556991.115447,-3563424917.765507,-3563424857.130794,-3563424854.5737147,-3563424880.862551,-2879550211.4025307,28794249059.48691,7154729322.57531,2839415535.8280926,3705054217.177078,0.7370441829583334,22143202162.532925,-1561491125000.0,7508025422.527089,5150089740.478618,4903608270.691173,5135914276.179225,7508025423.3993,49.69279166666664,-3563424882.2952657,-3563424906.9794235,-3563424897.8568015,22863314617.534653,24892153482.812508,24892153489.537506,-0.9207625439886731,119.0
Singapore,SGP,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,2839448384.9404063,8413699984.87886,-3563424940.844599,14927350003.395205,11780614209.932703,11780614209.394688,31.333910766666673,12.004019111416666,19.32989165416667,-3563424936.0697656,2839415626.287194,32255922497.50681,32255922467.409855,32255922467.58057,14927350003.344511,12928341250.26005,12928341249.689735,14927350182.94895,12805986176.538532,12805972596.89003,33968147167.149223,-3563424919.5435085,9084832534.588568,6.0,-2879550208.710831,2839415538.335262,2839417153.3938174,-3563424942.8555794,-3563424939.103277,-3563424940.6265793,25352810712.96977,25485332453.60962,25410192641.42048,6952550885.151398,6952550887.18959,6952550886.146332,6952550834.400391,6952550887.952266,6952550887.928279,6952550887.939944,8120556991.115447,-2877346213.7682605,-3563424849.703099,-3563424849.703099,-3563424849.703099,-2879550209.4927964,24130415469.000496,7154729322.57531,12449323325.802168,14487319854.167421,7317391794.169072,22143202162.532925,8545960658.770416,7508025421.628342,14185326057.147476,14185326059.287058,14185326058.071184,3743519921.1647077,100.0,-3563424858.754457,-3563424867.1167254,-3563424863.7142396,22863314617.534653,24892153482.812508,24892153489.537506,-0.9910005232973155,120.0
Argentina,ARG,-3563424850.9280987,-3563424858.2135158,-3563424850.1947656,-3563424851.282265,-3563424853.336432,-3563424851.0489326,8888128573.347351,8888128571.328964,8888128558.552004,13541849001.246744,2839422641.450487,19452317229.962193,-3563424887.8358493,2839415536.671671,11780614209.932703,11780614209.394688,56.90980597999999,16.881452215416665,40.02835376541666,-3563424929.0851407,7508025505.869174,32255922497.50681,32255922467.409855,32255922467.58057,2839415535.3710155,12928341250.26005,12928341249.689735,2839434670.878861,12805986176.538532,12805972596.89003,33968147167.149223,8281987176.807274,240434685723.55032,12.625,-2879550211.0112863,2839415543.157269,2839416359.89921,-3563424943.19056,-3563424940.7239633,-3563424941.72634,18800532704.770935,18800532709.350697,18800532693.698174,17302160156.294125,17302160158.26914,17302160157.280727,12513580186.761185,13780238493.302658,12513580241.240398,12513580240.959106,3492936922.352596,-3563424907.920119,22573973753.755386,22573973749.09868,-2750398410.421551,-2879550210.73879,24130415469.000496,-1448360963.3210576,7508025420.843732,7508025420.9128065,2839415536.179378,22143202162.532925,24488046996.208332,7508025426.50959,7364644292.284608,7364644297.573026,7364644297.356483,5229852864.428896,90.95087500000001,-3563424870.0541396,-3563424876.6167207,-3563424873.9543,22863314617.534653,24892153482.812508,24892153489.537506,-0.9978802788750362,121.0
Armenia,ARM,-3563424855.707266,-3563424862.9676824,-3563424851.246849,-3563424850.1614323,-3563424850.3572655,-3563424850.090599,15119933269.407751,15119933269.722528,15119933261.525467,18216567501.18736,2839417982.5599294,3051729818.137611,-3563424920.483099,7571599507.658244,23877643917.769913,23877643917.250805,47.49638664458334,16.249378219166665,31.247008425833332,-3563424932.7900577,24689037712.7291,32255922497.50681,32255922467.409855,32255922467.58057,212321809.89344344,12959135586.849482,12959135586.464842,212328762.18730608,12959138982.14473,12959138958.436396,33968147167.149223,4608869577.626632,137410350068.07623,11.041666666666666,-2879550211.173792,2839415542.697195,2839415793.378861,-3563424945.340326,-3563424944.4386077,-3563424944.895972,25352810712.96977,25485332453.60962,22537827482.81731,17302160156.294125,17302160158.26914,17302160157.280727,12513580186.761185,13780238493.302658,12513580241.240398,12513580240.959106,8524509523.169278,-3563424895.5562196,-3563424851.4682236,-3563424858.2624936,-3563424866.0867925,-2879550210.9100823,24130415469.000496,-2735262332.3590713,2839415535.84969,14158268992.006796,-3563424944.381941,22143202162.532925,-78724580280.0,7508025424.062091,5953956251.616142,5953956250.880684,5953956252.0568495,5953956251.139099,63.589500000000015,-3563424914.199532,-3563424909.366305,-3563424911.853849,22863314617.534653,24892153482.812508,24892153489.537506,-1.0064368219171411,122.0
Cabo Verde,CPV,-3563424877.001015,-3563424909.8072658,-3563424857.6114326,-3563424870.2905993,-3563424884.782265,-3563424860.1822658,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,2839417672.5124164,2906155012.911361,-3563424871.5913906,6580000301.857059,7764040313.992554,7764040314.460858,61.964394034583336,8.904569288375,53.05982474583334,-3563424924.6245575,18955817964.08105,32255922497.50681,32255922467.409855,32255922467.58057,2839415542.8066134,2839415542.810644,2839415542.8030324,2839420892.9621944,2839418173.295528,2839418254.5871944,33968147167.149223,9262585141.121902,18050432267.237362,8.333333333333334,-2879550209.922218,2839415539.2969813,2839415660.719403,-3563424942.4058976,-3563424939.9723725,-3563424940.9977837,24053946080.36314,24053946078.605896,24676700160.20428,17302160156.294125,17302160158.26914,17302160157.280727,12513580186.761185,13780238493.302658,12513580241.240398,12513580240.959106,8120556991.115447,-3563424890.589021,-3563424865.1074157,-3563424886.689178,-2750398410.421551,-2879550209.9054284,24130415469.000496,7154729322.57531,11382638455.02304,12210801061.567068,15057012763.571371,22143202162.532925,2934345260.880447,7508025424.752507,5150089740.478618,4903608270.691173,5135914276.179225,7489755060.39678,61.756250000000016,-3563424902.777517,-3563424885.455986,-3563424892.6615605,22863314617.534653,24892153482.812508,24892153489.537506,-1.0440441178502076,123.0
Barbados,BRB,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.711432,-3563424849.707266,-3563424849.7239323,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,2839427852.416071,3033646901.8621945,-3563424902.0160985,8421457859.004756,29863702812.05451,29863702811.2332,47.60477247416666,18.90607695,28.698695524166666,-3563424933.917765,13149381246.970545,32255922497.50681,32255922467.409855,32255922467.58057,638059080.6084162,1688789879.6762803,1688789879.0591042,638059571.1925488,1688790135.767849,1688790076.4761822,33968147167.149223,24267774990.023174,24746608269.424656,11.0,-2879550209.4006553,2839415541.087643,2839416515.4765325,-3563424945.107142,-3563424944.4675674,-3563424944.7799125,36799127256.86718,27457799040.84717,23684358037.285168,17302160156.294125,17302160158.26914,17302160157.280727,12513580186.761185,13780238493.302658,12513580241.240398,12513580240.959106,8120556991.115447,-2877346213.7682605,-3563424851.205929,-3563424855.30895,-2750398410.421551,-2879550209.683756,24130415469.000496,7154729322.57531,7040899559.555797,7040899559.585103,7317391794.169072,22143202162.532925,624846228706.2396,7508025427.236674,5150089740.478618,4903608270.691173,5135914276.179225,11382638462.321478,32.016124999999995,-3563424860.404981,-3563424870.6962166,-3563424865.638508,22863314617.534653,24892153482.812508,24892153489.537506,-1.1201294369365349,124.0
New Zealand,NZL,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,2839440321.8115077,12236432945.587194,-3563424923.696016,12870111439.32966,12870111439.292648,12870111439.364807,52.12008847624998,20.80056372541667,31.319524750416672,-3563424932.6851826,11382638534.852854,32255922497.50681,32255922467.409855,32255922467.58057,16643552443.73439,16643552443.714106,16643552443.753624,12870113058.40655,12870112187.073217,12870112309.948217,33968147167.149223,2942913802.3481135,1780966706932.684,10.0,-2879550208.6152186,2839415543.0966372,2839418334.9210973,-3563424943.4735584,-3563424940.129898,-3563424941.6935573,25352810712.96977,25485332453.60962,25410192641.42048,17302160156.294125,17302160158.26914,17302160157.280727,12513580186.761185,13780238493.302658,12513580241.240398,12513580240.959106,8120556991.115447,-2877346213.7682605,-3563424849.7030997,-3563424849.7030997,-3563424858.4551525,-2879550209.430014,24130415469.000496,7154729322.57531,7508025420.848946,8191900155.714747,12870111439.112106,22143202162.532925,-5724579748.844766,7508025428.70459,7693117540.100909,8388550884.409244,7693117541.784241,4.899708333333334,86.37520833333333,-3563424864.4563775,-3563424874.9236107,-3563424870.036059,22863314617.534653,24892153482.812508,24892153489.537506,-1.1368878790359438,125.0
